518037.473	4972912.741	36.237	251
518037.186	4972913.087	35.928	103
518037.469	4972912.749	36.26	214
518037.385	4972913.04	35.96	88
518037.402	4972913.056	35.959	128
518037.468	4972912.745	36.235	99
518037.206	4972913.294	35.858	89
518037.195	4972913.302	35.843	78
518037.432	4972913.044	35.961	76
518037.442	4972912.739	36.252	160
518037.173	4972913.059	35.931	108
518037.388	4972913.039	35.959	104
518037.394	4972913.035	35.96	102
518037.461	4972912.734	36.231	234
518037.44	4972913.03	35.962	80
518037.473	4972912.749	36.254	214
518037.461	4972912.739	36.265	147
518037.389	4972913.043	35.959	105
518037.476	4972912.746	36.245	103
518037.173	4972913.067	35.93	131
518037.2	4972913.271	35.874	77
518037.194	4972913.081	35.929	108
518037.389	4972913.028	35.961	136
518037.179	4972913.07	35.93	106
518037.178	4972913.069	35.931	117
518037.449	4972912.726	36.246	235
518037.437	4972913.027	35.962	76
518037.415	4972913.057	35.961	110
518037.164	4972913.075	35.929	101
518037.471	4972912.737	36.234	249
518037.213	4972913.286	35.87	95
518037.397	4972913.035	35.961	122
518037.178	4972913.056	35.933	73
518037.406	4972913.048	35.961	147
518037.178	4972913.087	35.928	106
518037.416	4972913.047	35.962	74
518037.191	4972913.064	35.932	105
518037.397	4972913.043	35.96	139
518037.398	4972913.03	35.962	93
518037.404	4972913.041	35.962	123
518037.48	4972912.736	36.244	235
518037.39	4972913.047	35.959	118
518037.397	4972913.027	35.963	92
518037.173	4972913.082	35.928	99
518037.406	4972913.044	35.961	103
518037.182	4972913.084	35.928	125
518037.447	4972912.729	36.251	226
518037.186	4972913.082	35.929	92
518037.396	4972913.053	35.957	104
518037.253	4972913.294	35.872	71
518037.171	4972913.057	35.932	72
518037.428	4972913.394	35.854	72
518037.439	4972913.034	35.962	93
518037.452	4972912.744	36.265	207
518037.182	4972913.065	35.932	89
518037.162	4972913.077	35.928	79
518037.385	4972912.824	35.955	73
518037.401	4972913.053	35.959	112
518037.432	4972912.731	36.256	108
518037.432	4972912.73	36.257	108
518037.416	4972913.021	35.964	74
518037.429	4972913.407	35.836	73
518037.187	4972913.07	35.931	110
518037.289	4972913.324	35.862	88
518037.411	4972913.029	35.963	77
518037.432	4972913.039	35.961	73
518037.353	4972913.358	35.855	91
518037.397	4972913.021	35.963	88
518037.414	4972913.031	35.963	71
518037.461	4972912.746	36.234	251
518037.393	4972913.026	35.963	122
518037.454	4972912.737	36.264	121
518037.435	4972913.03	35.962	82
518037.209	4972913.294	35.858	89
518037.403	4972913.034	35.962	90
518037.393	4972913.039	35.961	110
518037.467	4972912.74	36.263	186
518037.464	4972912.744	36.233	71
518037.402	4972913.039	35.962	111
518037.466	4972912.738	36.264	94
518037.223	4972913.288	35.87	71
518037.046	4972913.197	35.867	74
518037.309	4972913.338	35.858	93
518037.416	4972913.061	35.96	91
518037.209	4972913.271	35.875	72
518037.393	4972913.021	35.963	71
518037.174	4972913.07	35.93	104
518037.419	4972913.029	35.963	79
518037.419	4972913.046	35.962	76
518037.362	4972912.784	35.964	71
518037.415	4972913.047	35.962	95
518037.189	4972913.074	35.931	113
518037.178	4972913.082	35.928	102
518037.423	4972913.031	35.963	72
518037.165	4972913.082	35.927	95
518037.407	4972913.044	35.962	97
518037.402	4972913.035	35.961	71
518037.431	4972913.399	35.852	73
518037.421	4972913.052	35.961	91
518037.469	4972912.749	36.238	217
518037.207	4972913.302	35.849	72
518037.181	4972913.06	35.933	105
518037.39	4972913.03	35.962	117
518037.173	4972913.079	35.929	128
518037.433	4972913.021	35.963	85
518037.474	4972912.744	36.239	94
518037.398	4972913.052	35.959	114
518037.467	4972912.732	36.262	239
518037.293	4972913.321	35.864	71
518037.407	4972913.051	35.96	121
518037.428	4972913.045	35.96	74
518037.468	4972912.841	35.963	105
518037.168	4972913.085	35.928	119
518037.448	4972912.738	36.238	217
518037.17	4972913.061	35.931	110
518037.191	4972913.079	35.93	100
518037.195	4972913.074	35.931	107
518037.386	4972913.043	35.958	75
518037.437	4972913.031	35.961	94
518037.186	4972913.061	35.932	75
518037.406	4972913.056	35.96	123
518037.397	4972913.034	35.962	101
518037.428	4972913.016	35.964	82
518037.392	4972913.031	35.961	100
518037.415	4972913.043	35.962	78
518037.388	4972913.035	35.96	83
518037.208	4972913.281	35.868	85
518037.406	4972913.009	35.964	79
518037.419	4972913.057	35.96	80
518037.407	4972913.06	35.959	114
518037.477	4972912.744	36.25	139
518037.192	4972913.061	35.932	90
518037.453	4972912.742	36.234	191
518037.476	4972912.742	36.254	216
518037.39	4972913.03	35.961	114
518037.196	4972913.069	35.932	79
518037.181	4972913.071	35.93	126
518037.404	4972913.38	35.857	78
518037.218	4972913.267	35.897	75
518037.231	4972913.272	35.897	73
518037.397	4972913.04	35.96	114
518037.455	4972912.741	36.264	233
518037.173	4972913.087	35.927	113
518037.183	4972913.248	35.897	93
518037.181	4972913.065	35.931	101
518037.184	4972913.072	35.931	101
518037.402	4972913.021	35.963	75
518037.42	4972913.372	35.872	71
518037.206	4972913.303	35.849	80
518037.247	4972913.311	35.858	74
518037.443	4972912.743	36.242	219
518037.474	4972912.745	36.256	193
518037.411	4972913.061	35.959	89
518037.46	4972913.382	35.878	76
518037.446	4972912.736	36.257	130
518037.415	4972913.05	35.962	74
518037.407	4972913.034	35.963	71
518037.192	4972913.074	35.931	107
518037.451	4972912.729	36.257	238
518037.187	4972913.058	35.933	96
518037.384	4972913.031	35.961	88
518037.402	4972913.038	35.962	105
518037.178	4972913.065	35.931	90
518037.472	4972912.75	36.243	214
518037.168	4972913.07	35.93	98
518037.381	4972912.81	35.958	77
518037.453	4972912.731	36.26	227
518037.478	4972912.739	36.243	245
518037.245	4972913.294	35.868	73
518037.17	4972913.084	35.928	111
518037.174	4972913.06	35.932	102
518037.169	4972913.074	35.929	120
518037.195	4972913.064	35.932	76
518037.173	4972913.064	35.932	106
518037.473	4972912.741	36.26	97
518037.415	4972913.034	35.963	76
518037.45	4972912.741	36.263	228
518037.394	4972913.364	35.87	75
518037.212	4972913.28	35.871	73
518037.168	4972913.066	35.93	98
518037.406	4972913.031	35.963	84
518037.622	4972912.785	36.027	76
518037.471	4972912.748	36.239	188
518037.188	4972913.066	35.932	89
518037.445	4972913.394	35.866	82
518037.197	4972913.069	35.931	79
518037.397	4972913.032	35.961	93
518037.169	4972913.078	35.928	96
518037.468	4972912.745	36.262	158
518037.19	4972913.085	35.929	116
