518037.368	4972913.358	35.848	94
518037.445	4972913.399	35.855	72
518037.146	4972913.11	35.922	85
518037.147	4972913.246	35.867	75
518037.428	4972913.382	35.866	74
518037.433	4972913.395	35.851	71
518037.038	4972913.197	35.857	75
518037.443	4972912.74	36.254	231
518037.088	4972913.254	35.797	98
518037.181	4972913.299	35.793	75
518037.345	4972913.355	35.797	76
518037.385	4972913.052	35.958	93
518037.205	4972913.301	35.826	82
518037.385	4972913.047	35.958	80
518037.45	4972913.409	35.841	94
518037.367	4972913.077	35.953	125
518037.165	4972913.272	35.836	80
518037.13	4972913.272	35.801	97
518037.367	4972913.078	35.952	79
518037.315	4972913.326	35.863	80
518037.152	4972913.101	35.925	118
518037.471	4972912.749	36.241	203
518037.083	4972913.245	35.806	71
518037.09	4972913.253	35.792	121
518037.388	4972913.364	35.858	83
518037.143	4972913.119	35.92	118
518037.442	4972913.407	35.832	75
518037.372	4972913.361	35.848	103
518037.194	4972913.288	35.845	77
518037.429	4972913.394	35.845	89
518037.371	4972913.346	35.87	71
518037.468	4972912.742	36.233	87
518037.169	4972913.1	35.925	87
518037.453	4972912.729	36.237	236
518037.375	4972913.056	35.957	98
518037.459	4972913.417	35.836	95
518037.441	4972912.744	36.246	210
518037.391	4972913.371	35.845	71
518037.41	4972913.385	35.833	87
518037.069	4972913.239	35.806	72
518037.144	4972913.109	35.923	115
518037.393	4972913.087	35.955	115
518037.067	4972913.232	35.826	105
518037.16	4972913.277	35.807	104
518037.161	4972913.108	35.924	110
518037.156	4972913.268	35.832	85
518037.465	4972912.742	36.264	227
518037.393	4972913.052	35.959	81
518037.157	4972913.274	35.817	71
518037.165	4972913.279	35.818	74
518037.186	4972913.291	35.825	99
518037.09	4972913.235	35.836	74
518037.35	4972913.35	35.849	83
518037.372	4972913.362	35.848	97
518037.373	4972913.081	35.953	146
518037.244	4972913.32	35.815	86
518037.169	4972913.105	35.925	98
518037.372	4972913.077	35.954	134
518037.411	4972913.382	35.846	76
518037.377	4972913.054	35.958	77
518037.125	4972913.248	35.839	80
518037.434	4972913.403	35.828	71
518037.108	4972913.244	35.828	80
518037.101	4972913.261	35.788	84
518037.393	4972913.071	35.957	84
518037.454	4972912.741	36.264	203
518037.368	4972913.346	35.87	76
