518037.186	4972913.046	35.935	123
518037.399	4972913.026	35.963	117
518037.41	4972913.001	35.966	90
518037.196	4972913.057	35.934	129
518037.23	4972912.664	35.98	92
518037.454	4972912.74	36.264	177
518037.187	4972913.047	35.934	90
518037.177	4972913.048	35.934	100
518037.414	4972913.038	35.963	124
518037.288	4972913.307	35.875	74
518037.187	4972913.057	35.933	86
518037.186	4972913.07	35.932	116
518037.471	4972912.742	36.235	138
518037.449	4972912.741	36.236	112
518037.191	4972913.036	35.936	80
518037.458	4972912.737	36.265	132
518037.171	4972913.055	35.933	82
518037.411	4972913	35.967	77
518037.746	4972912.844	36.066	74
518037.198	4972913.068	35.932	129
518037.425	4972913.039	35.964	97
518037.174	4972913.06	35.932	97
518037.191	4972913.064	35.932	111
518037.473	4972912.742	36.258	176
518037.405	4972913.004	35.965	77
518037.414	4972913.031	35.964	114
518037.407	4972913.039	35.961	134
518037.205	4972913.043	35.935	75
518037.428	4972913.032	35.965	88
518037.218	4972913.267	35.898	77
518037.419	4972913.044	35.963	126
518037.183	4972913.039	35.936	82
518037.423	4972913.026	35.965	90
518037.411	4972913.03	35.963	114
518037.182	4972913.043	35.935	108
518037.444	4972912.74	36.257	156
518037.416	4972913.025	35.965	104
518037.425	4972913.012	35.967	89
518037.459	4972912.739	36.265	134
518037.401	4972912.807	35.96	74
518037.182	4972913.057	35.933	108
518037.182	4972913.053	35.933	92
518037.178	4972913.052	35.934	111
518037.471	4972912.746	36.237	74
518037.187	4972913.038	35.936	76
518037.414	4972913.034	35.964	107
518037.464	4972912.74	36.265	159
518037.178	4972913.06	35.932	92
518037.371	4972913.339	35.877	80
518037.187	4972913.043	35.935	120
518037.474	4972912.749	36.251	207
518037.178	4972913.043	35.934	105
518037.41	4972913.009	35.965	96
518037.485	4972912.756	36.268	75
518037.393	4972913.021	35.963	88
518037.415	4972913.017	35.966	97
518037.204	4972913.057	35.934	92
518037.402	4972913.013	35.965	102
518037.407	4972913.034	35.962	116
518037.408	4972913.007	35.967	85
518037.398	4972913.009	35.965	89
518037.199	4972913.044	35.936	86
518037.437	4972913.007	35.966	75
518037.475	4972912.743	36.238	88
518037.177	4972913.066	35.932	116
518037.429	4972913.022	35.965	73
518037.188	4972913.061	35.933	98
518037.407	4972913.04	35.962	146
518037.398	4972913.016	35.964	118
518037.231	4972912.66	35.981	72
518037.411	4972913.022	35.965	124
518037.476	4972912.744	36.253	82
518037.394	4972913.013	35.964	73
518037.419	4972913.017	35.966	88
518037.199	4972913.048	35.935	106
518037.195	4972913.069	35.932	114
518037.182	4972913.068	35.931	130
518037.424	4972913.031	35.965	90
518037.175	4972913.066	35.931	80
518037.213	4972912.692	35.969	72
518037.314	4972913.345	35.861	71
518037.201	4972913.051	35.936	106
518037.428	4972913.034	35.964	72
518037.195	4972913.051	35.934	87
518037.437	4972913.001	35.968	93
518037.41	4972913.008	35.967	114
518037.217	4972913.295	35.863	75
518037.406	4972913.021	35.965	110
518037.444	4972912.738	36.256	148
518037.411	4972913.039	35.962	114
518037.199	4972913.056	35.934	112
518037.424	4972913.018	35.966	76
518037.182	4972913.066	35.932	112
518037.212	4972912.696	35.968	75
518037.472	4972912.822	35.965	72
518037.183	4972913.07	35.93	93
518037.411	4972913.035	35.962	116
518037.472	4972912.745	36.258	162
518037.424	4972913.004	35.967	75
518037.41	4972913.041	35.962	131
518037.41	4972913.004	35.967	78
518037.406	4972913.036	35.96	97
